"","Üniversite.Adı","Engel.Türü","Üniversite.Türü","İl.Adı","Erkek","Kadın","yil"
"1051","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","BİLECİK",1,1,"2015"
"1052","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BİLECİK",2,1,"2015"
"1053","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BİLECİK",5,6,"2015"
"1054","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BİLECİK",3,4,"2015"
"1055","BİLECİK ŞEYH EDEBALİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BİLECİK",1,0,"2015"
"1056","BİNGÖL ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","DEVLET","BİNGÖL",0,1,"2015"
"1057","BİNGÖL ÜNİVERSİTESİ","DİĞER","DEVLET","BİNGÖL",1,2,"2015"
"1058","BİNGÖL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","BİNGÖL",15,4,"2015"
"1059","BİNGÖL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","BİNGÖL",3,2,"2015"
"1060","BİNGÖL ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BİNGÖL",5,0,"2015"
"1061","BİNGÖL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","BİNGÖL",2,0,"2015"
"1062","BOĞAZİÇİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",1,1,"2015"
"1063","BOĞAZİÇİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İSTANBUL",7,4,"2015"
"1064","BOZOK ÜNİVERSİTESİ","DİĞER","DEVLET","YOZGAT",3,3,"2015"
"1065","BOZOK ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","YOZGAT",1,0,"2015"
"1066","BOZOK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","YOZGAT",5,1,"2015"
"1067","BOZOK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","YOZGAT",0,1,"2015"
"1068","BURSA TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","BURSA",1,1,"2015"
"1069","BÜLENT ECEVİT ÜNİVERSİTESİ","DİĞER","DEVLET","ZONGULDAK",1,1,"2015"
"1070","BÜLENT ECEVİT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ZONGULDAK",0,1,"2015"
"1071","BÜLENT ECEVİT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ZONGULDAK",8,4,"2015"
"1072","BÜLENT ECEVİT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ZONGULDAK",6,2,"2015"
"1073","BÜLENT ECEVİT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ZONGULDAK",1,4,"2015"
"1074","BÜLENT ECEVİT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ZONGULDAK",1,0,"2015"
"1075","CELÂL BAYAR ÜNİVERSİTESİ","DİĞER","DEVLET","MANİSA",5,5,"2015"
"1076","CELÂL BAYAR ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","MANİSA",0,2,"2015"
"1077","CELÂL BAYAR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MANİSA",13,5,"2015"
"1078","CELÂL BAYAR ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MANİSA",7,2,"2015"
"1079","CELÂL BAYAR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MANİSA",3,0,"2015"
"1080","CELÂL BAYAR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MANİSA",10,6,"2015"
"1081","CELÂL BAYAR ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","MANİSA",0,4,"2015"
"1082","CELÂL BAYAR ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","MANİSA",0,1,"2015"
"1083","CUMHURİYET ÜNİVERSİTESİ","DİĞER","DEVLET","SİVAS",100,151,"2015"
"1084","CUMHURİYET ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","SİVAS",2,0,"2015"
"1085","CUMHURİYET ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","SİVAS",166,90,"2015"
"1086","CUMHURİYET ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","SİVAS",51,38,"2015"
"1087","CUMHURİYET ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","SİVAS",15,21,"2015"
"1088","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","DİĞER","DEVLET","ÇANAKKALE",4,2,"2015"
"1089","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ÇANAKKALE",10,6,"2015"
"1090","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ÇANAKKALE",10,4,"2015"
"1091","ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ÇANAKKALE",4,0,"2015"
"1092","ÇANKAYA ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",3,3,"2015"
"1093","ÇANKAYA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","ANKARA",3,1,"2015"
"1094","ÇANKAYA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","ANKARA",3,2,"2015"
"1095","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","DİĞER","DEVLET","ÇANKIRI",1,1,"2015"
"1096","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ÇANKIRI",2,1,"2015"
"1097","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ÇANKIRI",3,4,"2015"
"1098","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ÇANKIRI",2,0,"2015"
"1099","ÇANKIRI KARATEKİN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ÇANKIRI",5,0,"2015"
"1100","ÇUKUROVA ÜNİVERSİTESİ","DİĞER","DEVLET","ADANA",6,1,"2015"
"1101","DİCLE ÜNİVERSİTESİ","DİĞER","DEVLET","DİYARBAKIR",5,0,"2015"
"1102","DİCLE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","DİYARBAKIR",13,2,"2015"
"1103","DİCLE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","DİYARBAKIR",5,1,"2015"
"1104","DİCLE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","DİYARBAKIR",9,4,"2015"
"1105","DİCLE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","DİYARBAKIR",7,0,"2015"
"1106","DİCLE ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","DİYARBAKIR",1,0,"2015"
"1107","DOĞUŞ ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",2,0,"2015"
"1108","DOĞUŞ ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,2,"2015"
"1109","DOĞUŞ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",3,9,"2015"
"1110","DOĞUŞ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,1,"2015"
"1111","DOĞUŞ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",2,3,"2015"
"1112","DOĞUŞ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",15,16,"2015"
"1113","DOKUZ EYLÜL ÜNİVERSİTESİ","DİĞER","DEVLET","İZMİR",18,7,"2015"
"1114","DOKUZ EYLÜL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İZMİR",2,0,"2015"
"1115","DOKUZ EYLÜL ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İZMİR",3,0,"2015"
"1116","DOKUZ EYLÜL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İZMİR",2,0,"2015"
"1117","DOKUZ EYLÜL ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","İZMİR",1,0,"2015"
"1118","DUMLUPINAR ÜNİVERSİTESİ","DİĞER","DEVLET","KÜTAHYA",1,1,"2015"
"1119","DUMLUPINAR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KÜTAHYA",5,2,"2015"
"1120","DUMLUPINAR ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KÜTAHYA",6,1,"2015"
"1121","DUMLUPINAR ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KÜTAHYA",2,2,"2015"
"1122","DUMLUPINAR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","KÜTAHYA",4,1,"2015"
"1123","DUMLUPINAR ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","KÜTAHYA",1,0,"2015"
"1124","DUMLUPINAR ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","KÜTAHYA",2,0,"2015"
"1125","DÜZCE ÜNİVERSİTESİ","DİĞER","DEVLET","DÜZCE",1,0,"2015"
"1126","DÜZCE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","DÜZCE",7,1,"2015"
"1127","DÜZCE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","DÜZCE",1,2,"2015"
"1128","DÜZCE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","DÜZCE",2,1,"2015"
"1129","DÜZCE ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","DÜZCE",4,0,"2015"
"1130","EGE ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","DEVLET","İZMİR",6,16,"2015"
"1131","EGE ÜNİVERSİTESİ","DİĞER","DEVLET","İZMİR",11,7,"2015"
"1132","EGE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İZMİR",14,10,"2015"
"1133","EGE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","İZMİR",15,15,"2015"
"1134","EGE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","İZMİR",2,1,"2015"
"1135","EGE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","İZMİR",5,2,"2015"
"1136","EGE ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","İZMİR",1,1,"2015"
"1137","EGE ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","İZMİR",22,12,"2015"
"1138","ERCİYES ÜNİVERSİTESİ","DİĞER","DEVLET","KAYSERİ",22,7,"2015"
"1139","ERCİYES ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KAYSERİ",3,2,"2015"
"1140","ERCİYES ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KAYSERİ",13,5,"2015"
"1141","ERCİYES ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","KAYSERİ",0,3,"2015"
"1142","ERCİYES ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","DEVLET","KAYSERİ",1,0,"2015"
"1143","ERZİNCAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ERZİNCAN",4,0,"2015"
"1144","ERZİNCAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ERZİNCAN",3,1,"2015"
"1145","ERZİNCAN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ERZİNCAN",0,5,"2015"
"1146","ERZİNCAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ERZİNCAN",14,10,"2015"
"1147","ERZURUM TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ERZURUM",9,18,"2015"
"1148","ERZURUM TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ERZURUM",1,0,"2015"
"1149","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","DİĞER","DEVLET","ESKİŞEHİR",3,0,"2015"
"1150","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ESKİŞEHİR",6,2,"2015"
"1151","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ESKİŞEHİR",3,2,"2015"
"1152","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ESKİŞEHİR",1,0,"2015"
"1153","ESKİŞEHİR OSMANGAZİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ESKİŞEHİR",1,0,"2015"
"1154","FATİH ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",3,0,"2015"
"1155","FIRAT ÜNİVERSİTESİ","DİĞER","DEVLET","ELAZIĞ",5,0,"2015"
"1156","FIRAT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ELAZIĞ",1,1,"2015"
"1157","FIRAT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ELAZIĞ",7,1,"2015"
"1158","FIRAT ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","DEVLET","ELAZIĞ",1,0,"2015"
"1159","FIRAT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ELAZIĞ",11,0,"2015"
"1160","FIRAT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ELAZIĞ",2,1,"2015"
"1161","FIRAT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ELAZIĞ",5,3,"2015"
"1162","FIRAT ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","ELAZIĞ",4,0,"2015"
"1163","FIRAT ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ELAZIĞ",1,0,"2015"
"1164","GALATASARAY ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","İSTANBUL",1,1,"2015"
"1165","GAZİ ÜNİVERSİTESİ","DİĞER","DEVLET","ANKARA",2,6,"2015"
"1166","GAZİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",15,7,"2015"
"1167","GAZİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",14,20,"2015"
"1168","GAZİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ANKARA",6,8,"2015"
"1169","GAZİOSMANPAŞA ÜNİVERSİTESİ","DİĞER","DEVLET","TOKAT",4,1,"2015"
"1170","GAZİOSMANPAŞA ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","TOKAT",8,1,"2015"
"1171","GAZİOSMANPAŞA ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","TOKAT",7,2,"2015"
"1172","GAZİOSMANPAŞA ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","TOKAT",1,1,"2015"
"1173","GAZİOSMANPAŞA ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","TOKAT",1,0,"2015"
"1174","GAZİOSMANPAŞA ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","TOKAT",2,0,"2015"
"1175","GEBZE TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","KOCAELİ",3,0,"2015"
"1176","GEBZE TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","KOCAELİ",1,1,"2015"
"1177","GİRESUN ÜNİVERSİTESİ","DİĞER","DEVLET","GİRESUN",120,62,"2015"
"1178","GİRESUN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","GİRESUN",1,2,"2015"
"1179","GİRESUN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","GİRESUN",0,1,"2015"
"1180","GİRESUN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","GİRESUN",177,120,"2015"
"1181","GİRESUN ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","GİRESUN",1,0,"2015"
"1182","GÜMÜŞHANE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","GÜMÜŞHANE",8,5,"2015"
"1183","GÜMÜŞHANE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","GÜMÜŞHANE",4,0,"2015"
"1184","GÜMÜŞHANE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","GÜMÜŞHANE",2,2,"2015"
"1185","GÜMÜŞHANE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","GÜMÜŞHANE",1,0,"2015"
"1186","HACETTEPE ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ANKARA",2,0,"2015"
"1187","HACETTEPE ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ANKARA",8,6,"2015"
"1188","HACETTEPE ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ANKARA",5,8,"2015"
"1189","HACETTEPE ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ANKARA",5,5,"2015"
"1190","HACETTEPE ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ANKARA",5,1,"2015"
"1191","HACETTEPE ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ANKARA",1,0,"2015"
"1192","HAKKARİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","HAKKARİ",0,1,"2015"
"1193","HAKKARİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","HAKKARİ",1,0,"2015"
"1194","HAKKARİ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","HAKKARİ",2,0,"2015"
"1195","HARRAN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ŞANLIURFA",7,1,"2015"
"1196","HARRAN ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ŞANLIURFA",2,1,"2015"
"1197","HARRAN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ŞANLIURFA",1,0,"2015"
"1198","HASAN KALYONCU ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","GAZİANTEP",4,4,"2015"
"1199","HİTİT ÜNİVERSİTESİ","DİĞER","DEVLET","ÇORUM",41,13,"2015"
"1200","HİTİT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","DEVLET","ÇORUM",0,1,"2015"
"1201","HİTİT ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","ÇORUM",6,2,"2015"
"1202","HİTİT ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","ÇORUM",1,1,"2015"
"1203","HİTİT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","ÇORUM",0,2,"2015"
"1204","HİTİT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","ÇORUM",0,1,"2015"
"1205","HİTİT ÜNİVERSİTESİ","PSİKOLOJİK
  PROBLEMLİLER","DEVLET","ÇORUM",1,0,"2015"
"1206","HİTİT ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","ÇORUM",4,0,"2015"
"1207","IĞDIR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","IĞDIR",4,0,"2015"
"1208","IĞDIR ÜNİVERSİTESİ","ZİHİNSEL ENGELLİLER","DEVLET","IĞDIR",1,0,"2015"
"1209","IŞIK ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2015"
"1210","IŞIK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",2,1,"2015"
"1211","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","DİĞER","VAKIF","ANKARA",20,21,"2015"
"1212","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","ANKARA",13,5,"2015"
"1213","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","ANKARA",4,1,"2015"
"1214","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","VAKIF","ANKARA",1,0,"2015"
"1215","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",5,3,"2015"
"1216","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","ANKARA",3,2,"2015"
"1217","İHSAN DOĞRAMACI BİLKENT ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","ANKARA",13,5,"2015"
"1218","İNÖNÜ ÜNİVERSİTESİ","DİĞER","DEVLET","MALATYA",3,0,"2015"
"1219","İNÖNÜ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","MALATYA",14,4,"2015"
"1220","İNÖNÜ ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","MALATYA",15,9,"2015"
"1221","İNÖNÜ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","MALATYA",1,2,"2015"
"1222","İNÖNÜ ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","MALATYA",13,3,"2015"
"1223","İPEK ÜNİVERSİTESİ","DİĞER","VAKIF","ANKARA",1,1,"2015"
"1224","İPEK ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","ANKARA",1,0,"2015"
"1225","İPEK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","ANKARA",1,0,"2015"
"1226","İSKENDERUN TEKNİK ÜNİVERSİTESİ","DİĞER","DEVLET","HATAY",0,1,"2015"
"1227","İSKENDERUN TEKNİK ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","DEVLET","HATAY",4,3,"2015"
"1228","İSKENDERUN TEKNİK ÜNİVERSİTESİ","GÖRME ENGELLİLER","DEVLET","HATAY",1,0,"2015"
"1229","İSKENDERUN TEKNİK ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","DEVLET","HATAY",3,1,"2015"
"1230","İSKENDERUN TEKNİK ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","DEVLET","HATAY",1,0,"2015"
"1231","İSTANBUL AYDIN ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",11,9,"2015"
"1232","İSTANBUL AYDIN ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",27,12,"2015"
"1233","İSTANBUL AYDIN ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",54,33,"2015"
"1234","İSTANBUL AYDIN ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",18,12,"2015"
"1235","İSTANBUL AYDIN ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",4,11,"2015"
"1236","İSTANBUL BİLGİ ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",1,0,"2015"
"1237","İSTANBUL BİLGİ ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",7,4,"2015"
"1238","İSTANBUL BİLGİ ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",6,2,"2015"
"1239","İSTANBUL BİLGİ ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2015"
"1240","İSTANBUL BİLGİ ÜNİVERSİTESİ","ÖĞRENME GÜÇLÜĞÜ","VAKIF","İSTANBUL",1,2,"2015"
"1241","İSTANBUL ESENYURT ÜNİVERSİTESİ","ASPERGER VEYA YÜKSEK
  FONKSİYONLU OTİSTİK
  BİREYLER","VAKIF","İSTANBUL",1,0,"2015"
"1242","İSTANBUL GELİŞİM ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",7,2,"2015"
"1243","İSTANBUL GELİŞİM ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",2,3,"2015"
"1244","İSTANBUL GELİŞİM ÜNİVERSİTESİ","İŞİTME
  ENGELLİLER","VAKIF","İSTANBUL",2,3,"2015"
"1245","İSTANBUL KÜLTÜR ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",0,1,"2015"
"1246","İSTANBUL MEDİPOL ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2015"
"1247","İSTANBUL MEDİPOL ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",1,0,"2015"
"1248","İSTANBUL MEDİPOL ÜNİVERSİTESİ","KRONİK
  SAĞLIK SORUNLARI","VAKIF","İSTANBUL",0,1,"2015"
"1249","İSTANBUL SABAHATTİN ZAİM ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",0,1,"2015"
"1250","İSTANBUL ŞEHİR ÜNİVERSİTESİ","DİĞER","VAKIF","İSTANBUL",1,1,"2015"
"1251","İSTANBUL ŞEHİR ÜNİVERSİTESİ","DİKKAT EKSİKLİĞİ (HİPERAKTİF)","VAKIF","İSTANBUL",2,1,"2015"
"1252","İSTANBUL ŞEHİR ÜNİVERSİTESİ","DİL VE KONUŞMA PROBLEMLİLER","VAKIF","İSTANBUL",4,2,"2015"
"1253","İSTANBUL ŞEHİR ÜNİVERSİTESİ","FİZİKSEL
  ENGELLİLER","VAKIF","İSTANBUL",1,1,"2015"
"1254","İSTANBUL ŞEHİR ÜNİVERSİTESİ","GEÇİCİ
  YETERSİZLİKLERİ OLANLAR","VAKIF","İSTANBUL",1,0,"2015"
"1255","İSTANBUL ŞEHİR ÜNİVERSİTESİ","GÖRME ENGELLİLER","VAKIF","İSTANBUL",3,0,"2015"
